id,title,body_html,vendor,product_type,tags,status,created_at,updated_at,published_at,template_suffix,admin_graphql_api_id,variant_id,variant_title,variant_price,variant_sku,variant_barcode,variant_weight,variant_weight_unit,variant_inventory_quantity,variant_inventory_policy,variant_fulfillment_service
10714162200879,グアテマラ アンティグア サンタクララ農園 フリーウォッシュド,"<!-- メタディスクリプション -->
<p><strong style=""font-size: 0.875rem;"">【焙煎士から一言】</strong></p>
<p>アンティグア特有の火山性土壌と伝統ある農園の技術が生み出す、ふくよかなコクと熟した果実のような余韻。中深煎りでお届けします。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラの代表的なコーヒー生産地、アンティグア。<br>この地は３つの火山に囲まれた独特の地形と気候を持ち、アナカフェ（グアテマラ全国コーヒー協会）により定義された8つの地域の中でも、とりわけ名高い存在です。<br><br>2000年には34の農園主によって「アンティグアコーヒー生産者協会」が設立され、原産地統制呼称（アペラシオン）を守る取り組みが始まりました。 同時に進行したGPSを活用した「アンティグア・パイロットプロジェクト」では、各農園の位置情報、土壌、気候、生産者情報などがデータベース化され、まるでワインのように、コーヒーの“テロワール”を語る土壌が築かれています。これにより、アンティグアのコーヒーは世界市場において「生産地の物語を持つコーヒー」として高い評価を受けてきました。<br><br>中でも、サンタクララ農園はアンティグア南西部、アグア火山の南斜面に位置する名門農園です。オーナーのリカルド・セラヤ氏は100年以上続くセラヤ家の伝統を受け継ぎながらも、カッピングルームやドライミルの増強など、品質向上のための投資を惜しみません。2016年に完成した自家乾燥設備は、生産から精製までの一貫管理体制を可能にし、よりクリーンで安定したカップ品質を実現しています。 <br><br>また、サステイナブルな農業にも注力しており、シェードツリーを多用した生物多様性の確保、水洗処理工程での汚水浄化、ピッカーの子どもたちの教育支援としての奨学金制度など、地域社会と環境への配慮が行き届いています。品種ごとの区画管理も徹底しており、ブルボン種はもちろん、ビジャサルチ、カツーラ、ブルボンシト、ゲイシャ、パカマラといった多彩な品種にチャレンジしながら、高品質のスペシャルティコーヒーを追求しています。 <br>このサンタクララ農園で収穫されたブルボン種は、水洗式精製（フリーウォッシュド：水洗式精製）と天日乾燥により、透明感のある味わいと火山性土壌が育んだ深いコクが特徴。ローム砂質の土壌と標高1,880ｍに及ぶ高地で育つことで、果実感と滑らかさのバランスが絶妙な一杯に仕上がっています。 <br>一日の始まりやリラックスタイム、読書や音楽とともに楽しむ“静かな贅沢”。このコーヒーは、ただ飲むためのものではなく、暮らしの質をそっと引き上げる存在です。<br><br>【味わいの特徴】<br>豊かなアロマ、赤い果実のような果実味、なめらかな口当たり、しっかりとしたコクと長い余韻。中深煎りによって甘みとボディが一層引き立ちます。<br><br>製 品 名　グアテマラ　サンタクララ FW　ブルボン種<br>生産地域　アンティグア地域（アグア山南斜面）<br>標　　高　1,550～1,880m<br>生 産 者　サンタクララ農園　オーナー：リカルド・セラヤ氏<br>プロセス　フリーウォッシュド（水洗式精製）、天日乾燥<br>焙煎度合　シティロースト（中深煎り）</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, アンティグア, ウォッシュド, グアテマラ, シティロースト, 中深煎り",draft,2025-08-05T10:27:55+09:00,2025-08-05T22:34:14+09:00,,,gid://shopify/Product/10714162200879,51739111817519,中細挽き / 500g,4510,,,550.0,g,0,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190695215,豆のまま / 100g,820,,,120.0,g,-3,continue,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190727983,豆のまま / 200g,1640,,,220.0,kg,-22,continue,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190760751,豆のまま / 300g,2460,,,320.0,g,-14,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190793519,豆のまま / 500g,3890,,,550.0,kg,-5,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190826287,中細挽き / 100g,820,,,120.0,g,-3,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190859055,中細挽き / 200g,1640,,,220.0,g,-3,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190891823,中細挽き / 300g,2400,,,320.0,g,0,deny,manual
8138830086447,グアテマラ ウエウエテナンゴ ラスロサス農園,"<p><strong>【焙煎士から一言】</strong><br>火山性の肥沃な土壌で作られるマイクロロット。フローラルでジューシーなテイストを味わえるAAグレードのコーヒーを是非ご賞味ください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>グアテマラシティの東にあるフライハーネスに地域の中でも特に標高の高いバレンシア地区で100年以上続くコーヒー農家を受け継ぐカルデロン家。その確かな経験と実績をもとに、さらなる高品質なコーヒーの生産にチャレンジするために開園したのがラ・ピア農園です。<br><br>標高1700～1800mという高地はグアテマラ三大火山の中でも最も活発なパカヤ山から降り注ぐ火山灰により、豊富なミネラル分を供給された肥沃な大地が形成されています。<br>日照量が多いいことも特徴であるこの地域では、機械に頼らず天日乾燥を可能とする気候条件にも恵まれている稀有なエリアです。</p>
<p>オーロラAAは同社の品質管理によって87.5点という高得点を付けたロットです。<br>そのフローラル・ジューシーな風味、チョコレートのような力強いテイストをお楽しみください。<br><br>製  品  名　グアテマラ フライハーネス オーロラ AA<br>生産地区　フライハーネス地域 バレンシア地区<br>生  産  者　ラ・ピア農園<br>プロセス　フリーウォッシュド・天日乾燥</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",draft,2023-02-28T11:43:29+09:00,2024-11-19T20:29:00+09:00,,,gid://shopify/Product/8138830086447,44569190924591,中細挽き / 500g,3890,,,550.0,g,0,deny,manual
10685784359215,グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド,"<p><strong>【焙煎士から一言】</strong><br>標高約1,600ｍの険しいウエウエテナンゴ産、ラボルサ農園（La Bolsa）の厳選ロットから、チェリーやキャラメルの甘みと清涼感ある果実味が際立つ一杯をどうぞ。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>ウエウエテナンゴ地域南部、ラ・リベルタッド地区に位置するラボルサ農園（Finca La Bolsa）は、標高約1,500～1,700ｍの高地にあり、クチュマタン山系（グアテマラ西部の高地山脈）の険しい地形と石灰岩・粘土質の土壌が特徴です。1958年に医師で農園主のホルヘ・ヴィデス氏が開拓して以来、3世代にわたり家族が一貫して運営。2025年現在は娘のマリア・エレナ・ヴィデス氏と孫のレナルド・オバジェ氏が運営に携わり、2024年には息子世代も参加。農園は標高、乾燥したメキシコからの熱風、年平均気温21℃・相対湿度60％というマイクロクライメット（その土地特有の小規模な気候条件）が醸す独自環境により、高品質なコーヒー生産が可能な産地として評価されています。</p>
<p>グアテマラの特別な地域のひとつとして、Cup of Excellence上位常連のエル・インヘルト農園と並び、2011年にもラリベルタッド地区からの入賞実績があります。ラボルサ農園も品評会で高評価を受け、持続可能な農法や、学校設立や保育・職業訓練などの地域社会の支援活動を通じて品質を維持しています。<br><br>水洗式精製（フリーウォッシュド：FW、水と発酵によって豆の果肉や粘液質を除く精製法）と天日乾燥（パティオ乾燥）のプロセスが、豆本来の透明感とクリーンな後味を引き出します。石灰質土壌と乾燥熱風によりもたらされる自然の旨味が、バランスのよい甘みとやわらかな酸味、クリーンなコクとなってカップに現れます。<br><br>地域社会への貢献として、農園敷地内に1980年に創立された学校（後に農園主の名前を冠した公立認可校）や、2012年設立の子ども保育施設・職業訓練センター（Association Coffee Care）を通して、子どもの就学支援とチャイルド・レイバー防止に取り組んでいます。また、レインフォレスト・アライアンス認証取得により、環境保全と公正労働を両立させる農法を導入しています。<br><br>このロットは、日本人好みのチェリーやキャラメルの“甘く親しみやすい風味特性”を持つ豆を選抜したもので、冬～早春（1～4月）に収穫された最高品質のコーヒーです。農園主レナルド氏は、品質への揺るぎないこだわりを3代目より継承し、4代目とともにさらなる多様性と品質向上に注力。まさに“毎年選び抜かれる特別な一杯”として位置づけられます。</p>
<p><br>味わいの特徴：チェリーやリンゴを思わせる明るい果実味、やわらかなキャラメルの甘さ、後味にクリーンなチョコレート感と心地よい余韻。ミルクとの相性も抜群です。<br><br>製 品 名　グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド<br>生産地区　グアテマラ・ウエウエテナンゴ ラリベルタッド地区<br>標　　高　約1,600ｍ<br>生 産 者　ラボルサ農園<br>プロセス　水洗処理方式（フリーウォッシュド／FW）、天日乾燥（パティオ）<br>焙 煎 度　中深煎り（シティロースト）</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",active,2025-07-19T12:58:44+09:00,2025-08-06T22:46:12+09:00,2025-08-06T10:02:51+09:00,,gid://shopify/Product/10685784359215,51643971666223,豆のまま / 100g,890,,,120.0,g,0,continue,manual
10685784359215,グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド,"<p><strong>【焙煎士から一言】</strong><br>標高約1,600ｍの険しいウエウエテナンゴ産、ラボルサ農園（La Bolsa）の厳選ロットから、チェリーやキャラメルの甘みと清涼感ある果実味が際立つ一杯をどうぞ。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>ウエウエテナンゴ地域南部、ラ・リベルタッド地区に位置するラボルサ農園（Finca La Bolsa）は、標高約1,500～1,700ｍの高地にあり、クチュマタン山系（グアテマラ西部の高地山脈）の険しい地形と石灰岩・粘土質の土壌が特徴です。1958年に医師で農園主のホルヘ・ヴィデス氏が開拓して以来、3世代にわたり家族が一貫して運営。2025年現在は娘のマリア・エレナ・ヴィデス氏と孫のレナルド・オバジェ氏が運営に携わり、2024年には息子世代も参加。農園は標高、乾燥したメキシコからの熱風、年平均気温21℃・相対湿度60％というマイクロクライメット（その土地特有の小規模な気候条件）が醸す独自環境により、高品質なコーヒー生産が可能な産地として評価されています。</p>
<p>グアテマラの特別な地域のひとつとして、Cup of Excellence上位常連のエル・インヘルト農園と並び、2011年にもラリベルタッド地区からの入賞実績があります。ラボルサ農園も品評会で高評価を受け、持続可能な農法や、学校設立や保育・職業訓練などの地域社会の支援活動を通じて品質を維持しています。<br><br>水洗式精製（フリーウォッシュド：FW、水と発酵によって豆の果肉や粘液質を除く精製法）と天日乾燥（パティオ乾燥）のプロセスが、豆本来の透明感とクリーンな後味を引き出します。石灰質土壌と乾燥熱風によりもたらされる自然の旨味が、バランスのよい甘みとやわらかな酸味、クリーンなコクとなってカップに現れます。<br><br>地域社会への貢献として、農園敷地内に1980年に創立された学校（後に農園主の名前を冠した公立認可校）や、2012年設立の子ども保育施設・職業訓練センター（Association Coffee Care）を通して、子どもの就学支援とチャイルド・レイバー防止に取り組んでいます。また、レインフォレスト・アライアンス認証取得により、環境保全と公正労働を両立させる農法を導入しています。<br><br>このロットは、日本人好みのチェリーやキャラメルの“甘く親しみやすい風味特性”を持つ豆を選抜したもので、冬～早春（1～4月）に収穫された最高品質のコーヒーです。農園主レナルド氏は、品質への揺るぎないこだわりを3代目より継承し、4代目とともにさらなる多様性と品質向上に注力。まさに“毎年選び抜かれる特別な一杯”として位置づけられます。</p>
<p><br>味わいの特徴：チェリーやリンゴを思わせる明るい果実味、やわらかなキャラメルの甘さ、後味にクリーンなチョコレート感と心地よい余韻。ミルクとの相性も抜群です。<br><br>製 品 名　グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド<br>生産地区　グアテマラ・ウエウエテナンゴ ラリベルタッド地区<br>標　　高　約1,600ｍ<br>生 産 者　ラボルサ農園<br>プロセス　水洗処理方式（フリーウォッシュド／FW）、天日乾燥（パティオ）<br>焙 煎 度　中深煎り（シティロースト）</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",active,2025-07-19T12:58:44+09:00,2025-08-06T22:46:12+09:00,2025-08-06T10:02:51+09:00,,gid://shopify/Product/10685784359215,51643971698991,豆のまま / 200g,1780,,,220.0,kg,-1,continue,manual
10685784359215,グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド,"<p><strong>【焙煎士から一言】</strong><br>標高約1,600ｍの険しいウエウエテナンゴ産、ラボルサ農園（La Bolsa）の厳選ロットから、チェリーやキャラメルの甘みと清涼感ある果実味が際立つ一杯をどうぞ。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>ウエウエテナンゴ地域南部、ラ・リベルタッド地区に位置するラボルサ農園（Finca La Bolsa）は、標高約1,500～1,700ｍの高地にあり、クチュマタン山系（グアテマラ西部の高地山脈）の険しい地形と石灰岩・粘土質の土壌が特徴です。1958年に医師で農園主のホルヘ・ヴィデス氏が開拓して以来、3世代にわたり家族が一貫して運営。2025年現在は娘のマリア・エレナ・ヴィデス氏と孫のレナルド・オバジェ氏が運営に携わり、2024年には息子世代も参加。農園は標高、乾燥したメキシコからの熱風、年平均気温21℃・相対湿度60％というマイクロクライメット（その土地特有の小規模な気候条件）が醸す独自環境により、高品質なコーヒー生産が可能な産地として評価されています。</p>
<p>グアテマラの特別な地域のひとつとして、Cup of Excellence上位常連のエル・インヘルト農園と並び、2011年にもラリベルタッド地区からの入賞実績があります。ラボルサ農園も品評会で高評価を受け、持続可能な農法や、学校設立や保育・職業訓練などの地域社会の支援活動を通じて品質を維持しています。<br><br>水洗式精製（フリーウォッシュド：FW、水と発酵によって豆の果肉や粘液質を除く精製法）と天日乾燥（パティオ乾燥）のプロセスが、豆本来の透明感とクリーンな後味を引き出します。石灰質土壌と乾燥熱風によりもたらされる自然の旨味が、バランスのよい甘みとやわらかな酸味、クリーンなコクとなってカップに現れます。<br><br>地域社会への貢献として、農園敷地内に1980年に創立された学校（後に農園主の名前を冠した公立認可校）や、2012年設立の子ども保育施設・職業訓練センター（Association Coffee Care）を通して、子どもの就学支援とチャイルド・レイバー防止に取り組んでいます。また、レインフォレスト・アライアンス認証取得により、環境保全と公正労働を両立させる農法を導入しています。<br><br>このロットは、日本人好みのチェリーやキャラメルの“甘く親しみやすい風味特性”を持つ豆を選抜したもので、冬～早春（1～4月）に収穫された最高品質のコーヒーです。農園主レナルド氏は、品質への揺るぎないこだわりを3代目より継承し、4代目とともにさらなる多様性と品質向上に注力。まさに“毎年選び抜かれる特別な一杯”として位置づけられます。</p>
<p><br>味わいの特徴：チェリーやリンゴを思わせる明るい果実味、やわらかなキャラメルの甘さ、後味にクリーンなチョコレート感と心地よい余韻。ミルクとの相性も抜群です。<br><br>製 品 名　グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド<br>生産地区　グアテマラ・ウエウエテナンゴ ラリベルタッド地区<br>標　　高　約1,600ｍ<br>生 産 者　ラボルサ農園<br>プロセス　水洗処理方式（フリーウォッシュド／FW）、天日乾燥（パティオ）<br>焙 煎 度　中深煎り（シティロースト）</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",active,2025-07-19T12:58:44+09:00,2025-08-06T22:46:12+09:00,2025-08-06T10:02:51+09:00,,gid://shopify/Product/10685784359215,51643971731759,豆のまま / 300g,2670,,,320.0,g,0,deny,manual
10685784359215,グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド,"<p><strong>【焙煎士から一言】</strong><br>標高約1,600ｍの険しいウエウエテナンゴ産、ラボルサ農園（La Bolsa）の厳選ロットから、チェリーやキャラメルの甘みと清涼感ある果実味が際立つ一杯をどうぞ。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>ウエウエテナンゴ地域南部、ラ・リベルタッド地区に位置するラボルサ農園（Finca La Bolsa）は、標高約1,500～1,700ｍの高地にあり、クチュマタン山系（グアテマラ西部の高地山脈）の険しい地形と石灰岩・粘土質の土壌が特徴です。1958年に医師で農園主のホルヘ・ヴィデス氏が開拓して以来、3世代にわたり家族が一貫して運営。2025年現在は娘のマリア・エレナ・ヴィデス氏と孫のレナルド・オバジェ氏が運営に携わり、2024年には息子世代も参加。農園は標高、乾燥したメキシコからの熱風、年平均気温21℃・相対湿度60％というマイクロクライメット（その土地特有の小規模な気候条件）が醸す独自環境により、高品質なコーヒー生産が可能な産地として評価されています。</p>
<p>グアテマラの特別な地域のひとつとして、Cup of Excellence上位常連のエル・インヘルト農園と並び、2011年にもラリベルタッド地区からの入賞実績があります。ラボルサ農園も品評会で高評価を受け、持続可能な農法や、学校設立や保育・職業訓練などの地域社会の支援活動を通じて品質を維持しています。<br><br>水洗式精製（フリーウォッシュド：FW、水と発酵によって豆の果肉や粘液質を除く精製法）と天日乾燥（パティオ乾燥）のプロセスが、豆本来の透明感とクリーンな後味を引き出します。石灰質土壌と乾燥熱風によりもたらされる自然の旨味が、バランスのよい甘みとやわらかな酸味、クリーンなコクとなってカップに現れます。<br><br>地域社会への貢献として、農園敷地内に1980年に創立された学校（後に農園主の名前を冠した公立認可校）や、2012年設立の子ども保育施設・職業訓練センター（Association Coffee Care）を通して、子どもの就学支援とチャイルド・レイバー防止に取り組んでいます。また、レインフォレスト・アライアンス認証取得により、環境保全と公正労働を両立させる農法を導入しています。<br><br>このロットは、日本人好みのチェリーやキャラメルの“甘く親しみやすい風味特性”を持つ豆を選抜したもので、冬～早春（1～4月）に収穫された最高品質のコーヒーです。農園主レナルド氏は、品質への揺るぎないこだわりを3代目より継承し、4代目とともにさらなる多様性と品質向上に注力。まさに“毎年選び抜かれる特別な一杯”として位置づけられます。</p>
<p><br>味わいの特徴：チェリーやリンゴを思わせる明るい果実味、やわらかなキャラメルの甘さ、後味にクリーンなチョコレート感と心地よい余韻。ミルクとの相性も抜群です。<br><br>製 品 名　グアテマラ ウエウエテナンゴ ラボルサ農園 フリーウォッシュド<br>生産地区　グアテマラ・ウエウエテナンゴ ラリベルタッド地区<br>標　　高　約1,600ｍ<br>生 産 者　ラボルサ農園<br>プロセス　水洗処理方式（フリーウォッシュド／FW）、天日乾燥（パティオ）<br>焙 煎 度　中深煎り（シティロースト）</p>",ボタリズムコーヒーロースター,Beans,"beans, guatemala, ウエウエテナンゴ, ウォッシュド, グアテマラ",active,2025-07-19T12:58:44+09:00,2025-08-06T22:46:12+09:00,2025-08-06T10:02:51+09:00,,gid://shopify/Product/10685784359215,51643971764527,豆のまま / 500g,4220,,,550.0,kg,0,deny,manual
